10-1075,P35498-P14867,1BYY-5OSA,DB00273,Identity:36/1589(2.3%),N/A,N/A,N/A,N/A,N/A,N/A
267-110,Q9H306-Q9Y5R2,2JNP-1RM8,DB00786,Identity:85/4036(2.1%),N/A,N/A,N/A,N/A,N/A,N/A
267-270,Q9H306-O75900,2JNP-2K72,DB00786,Identity:2/4762(0.0%),N/A,N/A,N/A,N/A,N/A,N/A
268-269,P30926-P32297,2K58-2K58,DB01090,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27-1082,P28702-P10276,1G5Y-5UAN,DB00523,Identity:284/1086(26.2%),0.6,1.87,1.68E-07,N/A,N/A,N/A
27-468,P28702-P48443,1G5Y-3OAP,DB00523,Identity:215/914(23.5%),0.8,2.2,3.51E-10,N/A,N/A,N/A
270-110,O75900-Q9Y5R2,2K72-1RM8,DB00786,Identity:2/906(0.2%),N/A,N/A,N/A,N/A,N/A,N/A
270-455,O75900-P51511,2K72-3MA2,DB00786,Identity:2/1312(0.2%),N/A,N/A,N/A,N/A,N/A,N/A
270-69,O75900-P14780,2K72-1ITV,DB00786,Identity:10/1107(0.9%),N/A,N/A,N/A,N/A,N/A,N/A
272-12,Q15858-Q9UI33,2KAV-1BYY,DB00909,Identity:9/1771(0.5%),N/A,N/A,N/A,N/A,N/A,N/A
272-13,Q15858-P35499,2KAV-1BYY,DB00909,Identity:9/1771(0.5%),N/A,N/A,N/A,N/A,N/A,N/A
272-883,Q15858-O60939,2KAV-5FEB,DB00909,Identity:26/1615(1.6%),N/A,N/A,N/A,N/A,N/A,N/A
273-664,Q8NFA2-P18314,2L73-4EP8,DB05265,Identity:107/2422(4.4%),N/A,N/A,N/A,N/A,N/A,N/A
274-416,P13631-P48443,2LBD-3FC6,DB00755,N/A,N/A,N/A,N/A,N/A,N/A,N/A
276-148,P30536-Q16445,2MGY-1VRY,DB01544,Identity:293/3620(8.1%),N/A,N/A,N/A,N/A,N/A,N/A
277-1043,P30536-P14867,2MGY-5OSA,DB01587,Identity:364/3647(10.0%),N/A,N/A,N/A,N/A,N/A,N/A
278-1079,P30536-P14867,2MGY-5OSA,DB00962,Identity:364/3647(10.0%),N/A,N/A,N/A,N/A,N/A,N/A
279-280,P11137-P27816,2MZ7-2MZ7,DB01248,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28-413,P06715-P07003,1GER-3EYA,DB00336,Identity:226/6438(3.5%),N/A,N/A,N/A,N/A,N/A,N/A
280-908,P27816-Q9H4B7,2MZ7-5H7O,DB01248,Identity:202/2353(8.6%),N/A,N/A,N/A,N/A,N/A,N/A
281-911,P11137-Q9H4B7,2MZ7-5H7O,DB01229,Identity:202/2353(8.6%),N/A,N/A,N/A,N/A,N/A,N/A
282-281,P27816-P11137,2MZ7-2MZ7,DB01229,N/A,N/A,N/A,N/A,N/A,N/A,N/A
282-911,P27816-Q9H4B7,2MZ7-5H7O,DB01229,Identity:202/2353(8.6%),N/A,N/A,N/A,N/A,N/A,N/A
283-361,Q99707-P22033,2O2K-2XIJ,DB00115,N/A,N/A,N/A,N/A,N/A,N/A,N/A
284-362,Q99707-P22033,2O2K-2XIJ,DB00200,N/A,N/A,N/A,N/A,N/A,N/A,N/A
285-451,O43451-O43451,2QMJ-3L4Y,DB00284,N/A,N/A,N/A,N/A,N/A,N/A,N/A
285-453,O43451-P14410,2QMJ-3LPP,DB00284,N/A,N/A,N/A,N/A,N/A,N/A,N/A
285-508,O43451-P14410,2QMJ-3TOP,DB00284,N/A,0.8,2.68,4.86E-20,N/A,N/A,N/A
286-462,P78348-P23219,2QTS-3N8Y,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
286-675,P78348-O43526,2QTS-4GOW,DB00586,Identity:40/2550(1.6%),N/A,N/A,N/A,N/A,N/A,N/A
286-83,P78348-P35354,2QTS-1PXX,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
287-1081,P32418-O14842,2QVK-5TZR,DB00159,Identity:30/453(6.6%),N/A,N/A,N/A,N/A,N/A,N/A
287-408,P32418-P37231,2QVK-3DZY,DB00159,Identity:27/685(3.9%),N/A,N/A,N/A,N/A,N/A,N/A
287-68,P32418-P23219,2QVK-1IGX,DB00159,N/A,N/A,N/A,N/A,N/A,N/A,N/A
287-866,P32418-P35354,2QVK-5F19,DB00159,Identity:29/1120(2.6%),N/A,N/A,N/A,N/A,N/A,N/A
287-90,P32418-P23219,2QVK-1Q4G,DB00159,Identity:30/1125(2.7%),N/A,N/A,N/A,N/A,N/A,N/A
288-109,P03372-Q92731,2QXS-1QKN,DB00481,Identity:132/464(28.4%),0.3,3.4,7.11E-28,0.46879,-9.017,0.929
289-688,P27815-Q07343,2QYK-4KP6,DB05676,N/A,N/A,N/A,N/A,N/A,N/A,N/A
290-222,P27815-Q9NP56,2QYK-1ZKL,DB00651,N/A,N/A,N/A,N/A,N/A,N/A,N/A
291-1092,P27815-P29275,2QYK-5VRA,DB00824,N/A,N/A,N/A,N/A,N/A,N/A,N/A
292-691,P27815-Q07343,2QYK-4KP6,DB05266,N/A,N/A,N/A,N/A,N/A,N/A,N/A
293-1087,P27815-P30542,2QYK-5UEN,DB01303,N/A,N/A,N/A,N/A,N/A,N/A,N/A
293-700,P27815-Q92769,2QYK-4LY1,DB01303,N/A,N/A,N/A,N/A,N/A,N/A,N/A
294-1088,P27815-P30542,2QYK-5UEN,DB00806,N/A,N/A,N/A,N/A,N/A,N/A,N/A
294-509,P27815-Q07343,2QYK-3TVX,DB00806,N/A,N/A,N/A,N/A,N/A,N/A,N/A
294-692,P27815-Q07343,2QYK-4KP6,DB00806,N/A,N/A,N/A,N/A,N/A,N/A,N/A
295-1093,P27815-P29275,2QYK-5VRA,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
295-124,P27815-Q14432,2QYK-1SO2,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
296-323,P07550-P08588,2R4R-2RH1,DB00866,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
296-467,P07550-P07550,2R4R-3NYA,DB00866,N/A,N/A,N/A,N/A,N/A,N/A,N/A
297-324,P07550-P08588,2R4R-2RH1,DB00521,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
3-79,P27907-P27907,1A4G-1NSC,DB00558,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30-78,P30043-Q969G6,1HDO-1NB0,DB00140,N/A,N/A,N/A,N/A,N/A,N/A,N/A
300-43,P07550-P18089,2R4R-1HLL,DB06262,Identity:13/647(2.0%),N/A,N/A,N/A,N/A,N/A,N/A
301-327,P07550-P08588,2R4R-2RH1,DB01363,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
301-45,P07550-P18089,2R4R-1HLL,DB01363,Identity:13/647(2.0%),N/A,N/A,N/A,N/A,N/A,N/A
308-334,P07550-P08588,2R4R-2RH1,DB01359,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
308-56,P07550-P08908,2R4R-1HLL,DB01359,Identity:13/647(2.0%),N/A,N/A,N/A,N/A,N/A,N/A
309-335,P07550-P08588,2R4R-2RH1,DB00489,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
31-914,P18825-P02708,1HLL-5HBT,DB08838,Identity:9/722(1.2%),N/A,N/A,N/A,N/A,N/A,N/A
310-336,P07550-P08588,2R4R-2RH1,DB00373,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
310-406,P07550-P07550,2R4R-3D4S,DB00373,N/A,N/A,N/A,N/A,N/A,N/A,N/A
312-1028,Q8TCU5-P14867,2RC8-5OSA,DB00898,N/A,N/A,N/A,N/A,N/A,N/A,N/A
313-825,Q8TCU5-P11229,2RC8-5CXV,DB00392,N/A,N/A,N/A,N/A,N/A,N/A,N/A
314-885,Q8TCU5-Q13224,2RC8-5FXH,DB00949,N/A,N/A,N/A,N/A,N/A,N/A,N/A
315-886,Q8TCU5-Q13224,2RC8-5FXH,DB01043,N/A,N/A,N/A,N/A,N/A,N/A,N/A
316-657,Q8TCU5-P41143,2RC8-4EJ4,DB00333,N/A,N/A,N/A,N/A,N/A,N/A,N/A
316-779,Q8TCU5-Q9GZZ6,2RC8-4UXU,DB00333,N/A,N/A,N/A,N/A,N/A,N/A,N/A
317-500,Q8TCU5-P35367,2RC8-3RZE,DB01173,N/A,N/A,N/A,N/A,N/A,N/A,N/A
318-744,Q8TCU5-P46098,2RC8-4PIR,DB00721,N/A,N/A,N/A,N/A,N/A,N/A,N/A
318-9,Q8TCU5-Q9Y5Y9,2RC8-1BYY,DB00721,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32-296,P08908-P07550,1HLL-2R4R,DB00866,Identity:13/647(2.0%),N/A,N/A,N/A,N/A,N/A,N/A
320-737,O60391-P41594,2RCA-4OO9,DB00659,N/A,N/A,N/A,N/A,N/A,N/A,N/A
321-317,O60391-Q8TCU5,2RCA-2RC8,DB01173,N/A,N/A,N/A,N/A,N/A,N/A,N/A
321-500,O60391-P35367,2RCA-3RZE,DB01173,N/A,N/A,N/A,N/A,N/A,N/A,N/A
322-319,O60391-Q8TCU5,2RCA-2RC8,DB01520,N/A,N/A,N/A,N/A,N/A,N/A,N/A
322-887,O60391-Q13224,2RCA-5FXH,DB01520,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323-32,P08588-P08908,2RH1-1HLL,DB00866,Identity:13/442(2.9%),N/A,N/A,N/A,N/A,N/A,N/A
323-467,P08588-P07550,2RH1-3NYA,DB00866,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325-298,P08588-P07550,2RH1-2R4R,DB04846,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
326-300,P08588-P07550,2RH1-2R4R,DB06262,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
326-43,P08588-P18089,2RH1-1HLL,DB06262,Identity:13/442(2.9%),N/A,N/A,N/A,N/A,N/A,N/A
327-114,P08588-P27338,2RH1-1S3E,DB01363,Identity:43/1306(3.3%),N/A,N/A,N/A,N/A,N/A,N/A
327-236,P08588-P21397,2RH1-2BXR,DB01363,Identity:4/1324(0.3%),N/A,N/A,N/A,N/A,N/A,N/A
327-44,P08588-P18825,2RH1-1HLL,DB01363,Identity:13/442(2.9%),N/A,N/A,N/A,N/A,N/A,N/A
327-45,P08588-P18089,2RH1-1HLL,DB01363,Identity:13/442(2.9%),N/A,N/A,N/A,N/A,N/A,N/A
327-929,P08588-P31645,2RH1-5I6X,DB01363,Identity:107/1068(10.0%),N/A,N/A,N/A,N/A,N/A,N/A
328-302,P08588-P07550,2RH1-2R4R,DB00668,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
329-303,P08588-P07550,2RH1-2R4R,DB01064,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
330-304,P08588-P07550,2RH1-2R4R,DB00598,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
331-305,P08588-P07550,2RH1-2R4R,DB01210,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
332-306,P08588-P07550,2RH1-2R4R,DB01214,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
333-307,P08588-P07550,2RH1-2R4R,DB00368,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
333-54,P08588-P18825,2RH1-1HLL,DB00368,Identity:13/442(2.9%),N/A,N/A,N/A,N/A,N/A,N/A
333-55,P08588-P18089,2RH1-1HLL,DB00368,Identity:13/442(2.9%),N/A,N/A,N/A,N/A,N/A,N/A
334-56,P08588-P08908,2RH1-1HLL,DB01359,Identity:13/442(2.9%),N/A,N/A,N/A,N/A,N/A,N/A
336-406,P08588-P07550,2RH1-3D4S,DB00373,N/A,N/A,N/A,N/A,N/A,N/A,N/A
338-782,Q9UKV0-P80404,2VQM-4Y0H,DB00313,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34-33,P18825-P08908,1HLL-1HLL,DB09128,N/A,N/A,N/A,N/A,N/A,N/A,N/A
341-205,P0A3M6-Q75Y35,2WAF-1XP4,DB01163,Identity:156/1434(10.9%),N/A,N/A,N/A,N/A,N/A,N/A
342-206,P0A3M6-Q75Y35,2WAF-1XP4,DB00415,Identity:156/1434(10.9%),N/A,N/A,N/A,N/A,N/A,N/A
343-246,P0A3M6-Q8DR59,2WAF-2C5W,DB08795,Identity:95/691(13.7%),N/A,N/A,N/A,N/A,N/A,N/A
343-365,P0A3M6-Q7CRA4,2WAF-2Y2M,DB08795,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
344-247,P0A3M6-Q8DR59,2WAF-2C5W,DB01140,Identity:95/691(13.7%),N/A,N/A,N/A,N/A,N/A,N/A
345-209,P0A3M6-Q75Y35,2WAF-1XP4,DB00456,Identity:156/1434(10.9%),N/A,N/A,N/A,N/A,N/A,N/A
345-221,P0A3M6-P15555,2WAF-1YQS,DB00456,Identity:83/684(12.1%),N/A,N/A,N/A,N/A,N/A,N/A
346-249,P0A3M6-Q8DR59,2WAF-2C5W,DB00493,Identity:95/691(13.7%),N/A,N/A,N/A,N/A,N/A,N/A
347-210,P0A3M6-Q75Y35,2WAF-1XP4,DB01331,Identity:156/1434(10.9%),N/A,N/A,N/A,N/A,N/A,N/A
347-250,P0A3M6-Q8DR59,2WAF-2C5W,DB01331,Identity:95/691(13.7%),N/A,N/A,N/A,N/A,N/A,N/A
349-212,P0A3M6-Q75Y35,2WAF-1XP4,DB00567,Identity:156/1434(10.9%),N/A,N/A,N/A,N/A,N/A,N/A
350-213,P0A3M6-Q75Y35,2WAF-1XP4,DB03313,Identity:156/1434(10.9%),N/A,N/A,N/A,N/A,N/A,N/A
352-215,P0A3M6-Q75Y35,2WAF-1XP4,DB00485,Identity:156/1434(10.9%),N/A,N/A,N/A,N/A,N/A,N/A
352-256,P0A3M6-Q8DR59,2WAF-2C5W,DB00485,Identity:95/691(13.7%),N/A,N/A,N/A,N/A,N/A,N/A
354-130,P0A3M6-Q53707,2WAF-1VQQ,DB01603,Identity:166/1360(12.2%),N/A,N/A,N/A,N/A,N/A,N/A
354-217,P0A3M6-Q75Y35,2WAF-1XP4,DB01603,Identity:156/1434(10.9%),N/A,N/A,N/A,N/A,N/A,N/A
354-258,P0A3M6-Q8DR59,2WAF-2C5W,DB01603,Identity:95/691(13.7%),N/A,N/A,N/A,N/A,N/A,N/A
355-218,P0A3M6-Q75Y35,2WAF-1XP4,DB00607,Identity:156/1434(10.9%),N/A,N/A,N/A,N/A,N/A,N/A
355-375,P0A3M6-Q7CRA4,2WAF-2Y2M,DB00607,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
356-376,P0A3M6-Q7CRA4,2WAF-2Y2M,DB00713,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
358-261,Q16832-P42685,2WUH-2DLY,DB08896,Identity:4/2628(0.2%),N/A,N/A,N/A,N/A,N/A,N/A
358-359,Q16832-P07949,2WUH-2X2U,DB08896,Identity:19/405(4.7%),N/A,N/A,N/A,N/A,N/A,N/A
358-434,Q16832-Q15759,2WUH-3GP0,DB08896,Identity:16/497(3.2%),N/A,N/A,N/A,N/A,N/A,N/A
358-457,Q16832-P09619,2WUH-3MJG,DB08896,Identity:40/835(4.8%),N/A,N/A,N/A,N/A,N/A,N/A
359-261,P07949-P42685,2X2U-2DLY,DB08896,Identity:28/2561(1.1%),N/A,N/A,N/A,N/A,N/A,N/A
359-903,P07949-P16234,2X2U-5GRN,DB08896,Identity:38/413(9.2%),N/A,N/A,N/A,N/A,N/A,N/A
36-35,P18089-P18825,1HLL-1HLL,DB00484,N/A,N/A,N/A,N/A,N/A,N/A,N/A
360-531,P07949-P35916,2X2U-3WZE,DB00398,N/A,N/A,N/A,N/A,N/A,N/A,N/A
360-532,P07949-P17948,2X2U-3WZE,DB00398,N/A,N/A,N/A,N/A,N/A,N/A,N/A
363-244,Q7CRA4-Q8DR59,2Y2M-2C5W,DB01163,Identity:101/531(19.0%),N/A,N/A,N/A,N/A,N/A,N/A
363-341,Q7CRA4-P0A3M6,2Y2M-2WAF,DB01163,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
364-206,Q7CRA4-Q75Y35,2Y2M-1XP4,DB00415,Identity:132/1411(9.4%),N/A,N/A,N/A,N/A,N/A,N/A
364-245,Q7CRA4-Q8DR59,2Y2M-2C5W,DB00415,Identity:101/531(19.0%),N/A,N/A,N/A,N/A,N/A,N/A
364-342,Q7CRA4-P0A3M6,2Y2M-2WAF,DB00415,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
365-246,Q7CRA4-Q8DR59,2Y2M-2C5W,DB08795,Identity:101/531(19.0%),N/A,N/A,N/A,N/A,N/A,N/A
366-344,Q7CRA4-P0A3M6,2Y2M-2WAF,DB01140,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
367-209,Q7CRA4-Q75Y35,2Y2M-1XP4,DB00456,Identity:132/1411(9.4%),N/A,N/A,N/A,N/A,N/A,N/A
367-221,Q7CRA4-P15555,2Y2M-1YQS,DB00456,Identity:78/527(14.8%),N/A,N/A,N/A,N/A,N/A,N/A
367-345,Q7CRA4-P0A3M6,2Y2M-2WAF,DB00456,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
368-346,Q7CRA4-P0A3M6,2Y2M-2WAF,DB00493,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
369-210,Q7CRA4-Q75Y35,2Y2M-1XP4,DB01331,Identity:132/1411(9.4%),N/A,N/A,N/A,N/A,N/A,N/A
369-250,Q7CRA4-Q8DR59,2Y2M-2C5W,DB01331,Identity:101/531(19.0%),N/A,N/A,N/A,N/A,N/A,N/A
369-347,Q7CRA4-P0A3M6,2Y2M-2WAF,DB01331,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
369-460,Q7CRA4-P0AEB2,2Y2M-3MZE,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
369-461,Q7CRA4-P08506,2Y2M-3MZE,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37-680,P08908-P41595,1HLL-4IB4,DB06016,Identity:18/375(4.8%),N/A,N/A,N/A,N/A,N/A,N/A
370-212,Q7CRA4-Q75Y35,2Y2M-1XP4,DB00567,Identity:132/1411(9.4%),N/A,N/A,N/A,N/A,N/A,N/A
370-253,Q7CRA4-Q8DR59,2Y2M-2C5W,DB00567,Identity:101/531(19.0%),N/A,N/A,N/A,N/A,N/A,N/A
370-349,Q7CRA4-P0A3M6,2Y2M-2WAF,DB00567,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
371-350,Q7CRA4-P0A3M6,2Y2M-2WAF,DB03313,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
372-215,Q7CRA4-Q75Y35,2Y2M-1XP4,DB00485,Identity:132/1411(9.4%),N/A,N/A,N/A,N/A,N/A,N/A
372-256,Q7CRA4-Q8DR59,2Y2M-2C5W,DB00485,Identity:101/531(19.0%),N/A,N/A,N/A,N/A,N/A,N/A
372-352,Q7CRA4-P0A3M6,2Y2M-2WAF,DB00485,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
373-257,Q7CRA4-Q8DR59,2Y2M-2C5W,DB00739,Identity:101/531(19.0%),N/A,N/A,N/A,N/A,N/A,N/A
373-353,Q7CRA4-P0A3M6,2Y2M-2WAF,DB00739,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
374-130,Q7CRA4-Q53707,2Y2M-1VQQ,DB01603,Identity:105/1416(7.4%),N/A,N/A,N/A,N/A,N/A,N/A
374-217,Q7CRA4-Q75Y35,2Y2M-1XP4,DB01603,Identity:132/1411(9.4%),N/A,N/A,N/A,N/A,N/A,N/A
374-354,Q7CRA4-P0A3M6,2Y2M-2WAF,DB01603,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
376-219,Q7CRA4-Q75Y35,2Y2M-1XP4,DB00713,Identity:132/1411(9.4%),N/A,N/A,N/A,N/A,N/A,N/A
377-220,Q7CRA4-Q75Y35,2Y2M-1XP4,DB00319,Identity:132/1411(9.4%),N/A,N/A,N/A,N/A,N/A,N/A
377-357,Q7CRA4-P0A3M6,2Y2M-2WAF,DB00319,Identity:104/731(14.2%),N/A,N/A,N/A,N/A,N/A,N/A
378-783,P43700-P72524,2Y3P-4Z2C,DB06771,Identity:540/1424(37.9%),N/A,N/A,N/A,N/A,N/A,N/A
378-842,P43700-P43702,2Y3P-5EIX,DB06771,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
379-843,P43700-P43702,2Y3P-5EIX,DB00537,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
381-845,P43700-P43702,2Y3P-5EIX,DB09047,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
382-667,P43700-P11388,2Y3P-4FM9,DB04576,Identity:182/1105(16.5%),N/A,N/A,N/A,N/A,N/A,N/A
383-847,P43700-P43702,2Y3P-5EIX,DB01155,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
385-668,P43700-P11388,2Y3P-4FM9,DB01137,Identity:182/1105(16.5%),N/A,N/A,N/A,N/A,N/A,N/A
386-850,P43700-P43702,2Y3P-5EIX,DB00978,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
388-852,P43700-P43702,2Y3P-5EIX,DB01059,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
389-853,P43700-P43702,2Y3P-5EIX,DB01165,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
39-40,P18825-P18089,1HLL-1HLL,DB00575,N/A,N/A,N/A,N/A,N/A,N/A,N/A
392-856,P43700-P43702,2Y3P-5EIX,DB01405,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
393-857,P43700-P43702,2Y3P-5EIX,DB00685,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
394-263,P06239-P00519,2ZVA-2GQG,DB01254,Identity:125/553(22.6%),0.2,3.09,2.23E-18,0.52328,-6.971,0.875
395-399,P12277-P12277,3B6R-3B6R,DB00148,N/A,N/A,N/A,N/A,N/A,N/A,N/A
395-67,P12277-P06732,3B6R-1I0E,DB00148,Identity:586/1482(39.5%),N/A,N/A,N/A,N/A,N/A,N/A
396-108,P12532-P12532,3B6R-1QK1,DB00148,N/A,N/A,N/A,N/A,N/A,N/A,N/A
396-395,P12532-P12277,3B6R-3B6R,DB00148,N/A,N/A,N/A,N/A,N/A,N/A,N/A
396-399,P12532-P12277,3B6R-3B6R,DB00148,N/A,N/A,N/A,N/A,N/A,N/A,N/A
397-395,P17540-P12277,3B6R-3B6R,DB00148,N/A,N/A,N/A,N/A,N/A,N/A,N/A
397-396,P17540-P12532,3B6R-3B6R,DB00148,N/A,N/A,N/A,N/A,N/A,N/A,N/A
397-67,P17540-P06732,3B6R-1I0E,DB00148,Identity:586/1482(39.5%),N/A,N/A,N/A,N/A,N/A,N/A
398-395,P06732-P12277,3B6R-3B6R,DB00148,N/A,N/A,N/A,N/A,N/A,N/A,N/A
398-396,P06732-P12532,3B6R-3B6R,DB00148,N/A,N/A,N/A,N/A,N/A,N/A,N/A
398-397,P06732-P17540,3B6R-3B6R,DB00148,N/A,N/A,N/A,N/A,N/A,N/A,N/A
398-472,P06732-Q14353,3B6R-3ORH,DB00148,Identity:170/1070(15.9%),N/A,N/A,N/A,N/A,N/A,N/A
399-397,P12277-P17540,3B6R-3B6R,DB00148,N/A,N/A,N/A,N/A,N/A,N/A,N/A
399-398,P12277-P06732,3B6R-3B6R,DB00148,N/A,N/A,N/A,N/A,N/A,N/A,N/A
399-472,P12277-Q14353,3B6R-3ORH,DB00148,Identity:170/1070(15.9%),N/A,N/A,N/A,N/A,N/A,N/A
4-106,Q96RP8-P22459,1A68-1QDW,DB06637,Identity:77/696(11.1%),N/A,N/A,N/A,N/A,N/A,N/A
4-107,Q96RP8-P17658,1A68-1QDW,DB06637,Identity:77/696(11.1%),N/A,N/A,N/A,N/A,N/A,N/A
4-447,Q96RP8-P48547,1A68-3KVT,DB06637,Identity:37/104(35.6%),N/A,N/A,N/A,N/A,N/A,N/A
400-789,P11485-P23141,3B7E-5A7G,DB00198,Identity:15/1244(1.2%),N/A,N/A,N/A,N/A,N/A,N/A
402-401,P17948-P35916,3C7Q-3C7Q,DB09079,N/A,N/A,N/A,N/A,N/A,N/A,N/A
402-403,P17948-P35968,3C7Q-3C7Q,DB09079,N/A,N/A,N/A,N/A,N/A,N/A,N/A
403-401,P35968-P35916,3C7Q-3C7Q,DB09079,N/A,N/A,N/A,N/A,N/A,N/A,N/A
404-913,P23258-Q71U36,3CB2-5H7O,DB00570,Identity:291/2199(13.2%),N/A,N/A,N/A,N/A,N/A,N/A
404-944,P23258-P07437,3CB2-5J2T,DB00570,N/A,N/A,N/A,N/A,N/A,N/A,N/A
405-310,P08588-P07550,3D4S-2R4R,DB00373,N/A,N/A,N/A,N/A,N/A,N/A,N/A
405-336,P08588-P08588,3D4S-2RH1,DB00373,N/A,N/A,N/A,N/A,N/A,N/A,N/A
405-406,P08588-P07550,3D4S-3D4S,DB00373,N/A,N/A,N/A,N/A,N/A,N/A,N/A
407-512,P37231-P09917,3DZY-3V98,DB01014,Identity:124/1583(7.8%),N/A,N/A,N/A,N/A,N/A,N/A
407-86,P37231-P23219,3DZY-1Q4G,DB01014,Identity:69/1486(4.6%),N/A,N/A,N/A,N/A,N/A,N/A
408-1081,P37231-O14842,3DZY-5TZR,DB00159,Identity:101/794(12.7%),N/A,N/A,N/A,N/A,N/A,N/A
408-435,P37231-P37231,3DZY-3GWX,DB00159,N/A,N/A,N/A,N/A,N/A,N/A,N/A
408-439,P37231-P35354,3DZY-3HS6,DB00159,N/A,N/A,N/A,N/A,N/A,N/A,N/A
408-90,P37231-P23219,3DZY-1Q4G,DB00159,Identity:69/1486(4.6%),N/A,N/A,N/A,N/A,N/A,N/A
409-872,P37231-P35354,3DZY-5F19,DB00244,Identity:111/1397(7.9%),N/A,N/A,N/A,N/A,N/A,N/A
409-95,P37231-P23219,3DZY-1Q4G,DB00244,Identity:69/1486(4.6%),N/A,N/A,N/A,N/A,N/A,N/A
41-683,P08908-P41595,1HLL-4IB4,DB01142,Identity:18/375(4.8%),N/A,N/A,N/A,N/A,N/A,N/A
41-762,P08908-P08912,1HLL-4U15,DB01142,Identity:15/783(1.9%),N/A,N/A,N/A,N/A,N/A,N/A
41-928,P08908-P31645,1HLL-5I6X,DB01142,Identity:11/976(1.1%),N/A,N/A,N/A,N/A,N/A,N/A
412-874,P04054-P35354,3ELO-5F19,DB04552,Identity:12/1188(1.0%),N/A,N/A,N/A,N/A,N/A,N/A
415-274,P28702-P13631,3FC6-2LBD,DB00755,N/A,N/A,N/A,N/A,N/A,N/A,N/A
416-19,P48443-P13631,3FC6-1DSZ,DB00755,N/A,N/A,N/A,N/A,N/A,N/A,N/A
416-415,P48443-P28702,3FC6-3FC6,DB00755,N/A,N/A,N/A,N/A,N/A,N/A,N/A
416-922,P48443-P28702,3FC6-5HJP,DB00755,N/A,N/A,N/A,N/A,N/A,N/A,N/A
417-1075,P39086-P14867,3FV1-5OSA,DB00273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
418-419,P36888-P09619,3G0E-3G0E,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
418-421,P36888-P16234,3G0E-3G0E,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
